с/т 69426|11.189 6723 ['сфæлынддзысты', 'дегустацимæ",', 'эстерсунды', 'постытӕ.', 'историимӕ"', 'раздæхтысты', 'сталинградаг,', 'ахастыл', 'бӕстыхӕйттӕн', 'хæстимæ']
г/н 117|0.019 62 ['диагнозимӕ', 'сигналмӕ', 'игньтовичимæ', 'гнэдингер', 'сигналы', 'орагнизатортӕ', 'прогноз', 'магнитудӕ', 'хъуыддагнырттæккæ', 'сигнал']
н/г/с 115|0.019 25 ['зынгсирвæзтты', 'зынгсирвæзттæй', 'зынгсивӕрзтытӕ', 'зынгсирвæзттæ",', 'зынгсирвӕзты', 'зынгсирвӕзт,', 'зынгсирвæзт', 'зынгсирвæзт,', 'зынгсирвæзтон', 'зынгсирвæзтæй']
н/р 112|0.018 36 ['айриянравдыстон', '"ӕхсæнрегионалон', 'ценры', 'айриянраздахут', 'дидинрафтыдæй.', 'æхсæнрегионалон', 'æхсæнрегионалоны', 'райсынрайсын', 'катранравдыст', 'айриянрауагъдон']
с/в 109|0.018 45 ['светлана,', 'светайы', '«святилище', 'асв', 'свæййы', 'свадьба"', 'света"-йы.', 'свердловскы,', 'светланæйы', '"электросвязь"']
й/хъ 109|0.018 40 ['байхъусой', 'байхъуыстгонд', 'райхъал', 'айхъусын', 'райхъуыст",', 'байхъуыста', 'байхъуыста,', 'байхъуыстытæ', 'фынӕйхъӕлдзӕг', 'байхъусынц,']
с/т/в 109|0.018 37 ['путешествие', 'министрады.посольство', '"россотрудничество"-йы', 'россотрудничество.из', 'хæствæллад', '"россотрудничество"-йæн', '"россотрудничество"-йӕн', 'россотрудничество.', 'отечеством"-', 'мужества"-йæ.']
к/с/п/л 108|0.017 11 ['эксплуатацимæ,', 'эксплуатацимӕ', 'эксплуатаци', 'эксплуатацимæ.', 108, 'эксплуатацийы', 'эксплуатацимӕ",', 'эксплуатацимæ', 'эксплуатацимӕ,', 'эксплуатацимӕ.']
гъ/д/д 107|0.017 31 ['тагъддӕрӕй', 'тагъддӕр', 'æвзыгъддæр",', 'тагъддæрæй', 'рæсугъддæр', 'фӕтагъддӕр', 'рӕсугъддӕр', 'рæсугъддæрыл', 'рӕсугъддӕр.', 'æвзыгъддæр']
й/ц 105|0.017 55 ['рацӕйцыд,', 'тхайцук', 'зӕйцӕуӕн', 'зайцев.', 'райценрт', 'байцаты', 'яйцами".', 'кипеловскийцæгат', 'воскресенскийцæгатирыстойнаг', 'фæцæйцыдысты,']
н/ц/г 104|0.017 14 ['æнцгойгæнгæйæ.', 'фæлгонцгонд,', 'хынцгæйæ.', 'хынцгӕйӕ",', 104, 'хынцгæйæ', 'хынцгӕйӕ', 'хынцгӕйӕ,', 'хынцгӕйӕ.', 'хынцгæйæ".']
р/с/х 104|0.017 37 ['фарсхӕцджытӕй.', 'фарсхæцынадæй', 'фарсхӕцджытӕн.', 'фарсхæцыд', 'ʻвварсхæцджытæм', 'фарсхæцджытæ', 'фарсхæцыны', 'фарсхæцынад,', 'фарсхæцджытæй', 'ӕвварсхӕцӕг']
н/ц/т 101|0.016 49 ['фæлгæнцтæ.', 'инстанцтӕм.', 'станцты', 'станцтæ,', 'инстанцты,', 'фӕлгонцтӕ', 'фӕлгонцтӕ,', 'фæлгонцтимæ",', 'фӕлгонцтӕй', 'фæлгæнцтæ']
дз/г 100|0.016 44 ['ауадзгæйæ,', 'рауадзгӕ', 'уæладзгуыты', 'лӕдзгуытӕ', 'ауадзгӕ', 'ӕнӕруадзгӕ".', 'сæндидзгæ', 'уӕладзгытыл,', 'рудзгуыты', 'рудзгуытæ']
р/н/дз 99|0.016 25 ['тырндзыстӕм', 'бӕрндзинад.facebookцӕгат', 'атырндзӕн,', 'бæрндзинадыл.', 'бæрндзинад', 'бӕрндзинад.', 'бауырндзæн', 'бæрндзинады', 'бæрндзинадмæ.', 'тырндзæн']
м/з 99|0.016 62 ['′мзæххонты', '′мзӕххонтӕй', '′мзæххонтимæ,', '′мзæххонтæ",', '`мзæххоны', 'гамзатовы', 'ʻмзæххонтæн,', 'емзар.', 'царнаеврамзан', 'мзияйы']
н/п/р 96|0.015 39 ['генпрокуратурӕ:', 'генпрокуратурæмæ,', 'айриянпроект', 'генпрокуратурӕйы.', 'багианпрезидент:', 'генпрокуратурӕ', 'генпрокуратурæ', 'генпрокуроры', 'айриянпрезидент', 'генпрокуратурӕйы,']
н/г/м 95|0.015 31 ['онгмæ', 'ронгмӕ', 'уынгмӕ', 'брифингмӕ,', 'фынгмæ.', 'уынгмæ.', 'рингмæ,', 'рингмæ",', 'рингмӕ.', 'рингмӕ:гом']
б/с 94|0.015 24 ['обсе,', 'обсе-йы', 'абсурдонæй', 'абсолютон', 'абсурдон', 'козаеваобсе', 'обсе-йæ', 'рекомендацитæ.обсе', 'субсидитæй.', 'обсемӕ']
р/з/д 93|0.015 14 ['карздæрæй', 'карздæр.', 'фæкарздæр', 'карздӕр', 'карздæр', 'фæкарздæр,', 'фӕкарздӕргонд', 'карздӕрӕй', 'фӕкарздӕр', 'фæкарздæры']
т/ч 93|0.015 30 ['хӕцӕнгарзӕй.ракетчиктӕ', '(счетчик)', 'матчы,', 'матчæй', 'авиадиспетчеры', 'диспетчерон', 'диспетчертӕм.', 'матч.', 'рфракетчиктӕ', 'матчы.']
в/д/т 92|0.015 49 ['бакуывдтӕ",', 'скуывдтыты', 'бынативдтыты', 'хуыцаумӕскуывдтӕ,', 'бынативдтытæм', 'скуывдтæ,', 'хуыцаумæскуывдтæ.', 'куывдтытӕ,', 'скуывдтӕ', 'скуывдтытæ,']
н/ж 92|0.015 31 ['кенжегалиевимæ,', 'анжела', 'инженерон-саперон', 'анжелика', 'инженер-гидротехник.', 'инженеры', 'протестгæнжытæ', 'инженертæ', 'инженер,', '"анжи"-йы']
х/ф 90|0.015 35 ['къухфыстытӕ', 'къухфыстытæ', 'къухфыстӕй",', 'къухфысттæ.парламент', '(уухф)', 'къухфыстæй.', 'къуыхфыстæй.', 'къухфысттæ.', 'къухфысты', 'къухфыстытӕ.']
ф/дз 90|0.015 30 ['улæфдзæн', 'улæфдзысты,', 'фесæфдзæн",', 'фесафдзӕн.', 'баулæфдзæн', 'фесафдзыстæм', 'кафдзысты', 'фесафдзысты', 'улæфдзысты', 'баййафдзысты']
р/гъ/в 89|0.014 5 ['дæргъвæтин', '"дæргъвæтин', 'дӕргъвӕтин', 89, 'дæргъвæтиндæр']
л/ч 89|0.014 15 ['алчидӕр', 'алчи', 'полчы"', 'колчин.', '"алчидæр', 'алчидӕр.facebookдзиба:', 'алчыр', 'алчидӕ', 'полчы', 'алчидӕр.']
п/х 88|0.014 37 ['къæпхæнмæ', 'къӕпхӕнтыл.', 'пхенчханы', 'вепхия', 'къӕпхӕныл.', 'епхиты', 'къæпхæнты', 'къӕпхӕны', 'къœпхœнгай', 'къæпхæнтæ']
н/г/р 88|0.014 34 ['венгрийæ', 'венгри', 'конгрессы', 'венгрийы', 'калининград,', 'венгри,', 'ингредиенттæ,', 'арӕнгрон', 'калининградӕй', '"сталинграды']
гъ/д/м 88|0.014 20 ['номхыгъдмæ,', 'хыгъдмӕ', 'номхыгъдмæ.', 'хыгъдмæ', 'хыгъдмӕ,', 'номхыгъдмæ', 'хыгъдмæ",', 'номхыгъдмӕ,', 'хыгъдмæ.', 'рауагъдмæ']
к/с/т 87|0.014 36 ['комплекстæ', 'текст.', 'тексты,', 'текстилы.', '"текстиль"-мæ.', 'контексты",', 'тексты.', 'тексты', 'комплекстæ.', 'комплекстæ,']
з/р 87|0.014 35 ['безруков.', 'разрядты,', 'безруковӕн', 'израилы"', 'зругъ', 'израилы,', 'изречений".', 'зругъы', 'зрительских', 'назраны']
г/ф 87|0.014 42 ['ӕрдӕгфиналы,', 'рагфыдӕлтӕм', 'рагфæдзæхст,', 'ӕрдӕгфиналы.', 'ӕрдӕгфабрикатты,', 'æрдæгфиналмæ",', 'æрдæгфиналмæ.хæдбар', 'рагфыдӕлты', 'рагфæдзæхст', 'ӕрдӕгфиналмӕ.']
д/р/т 86|0.014 25 ['(кадрты', 'видеокадртӕ.', 'видеокадртӕ', 'видеокадртæ,', 'кадртæ:', 'кадртӕзынгæ', 'кадртæй,', 'кадртыл,', 'кадрты.', 'кадртӕ,']
ч/к 84|0.014 50 ['(махачкала),', 'пучков.', 'махачкалайы', 'очкойы",', 'махачкала,', 'палочка', 'палочкӕйы', 'ласточки"-йы', 'пучков,', 'очкотӕм']
ф/с/н 83|0.013 46 ['æфснайыны', 'бафснайдтам', 'ӕфснайӕн.', 'æфснайæн', 'æфснайынæй', 'ӕфснайынц,', 'æфснайынц,', 'ӕфснайдтой', 'бафснайой', 'бафснайдзысты']
г/п 83|0.013 13 ['æддагполитикон', 'ӕддагполитикон', 'ӕрдӕгпырх', 'гп', 'гп-йы', 'æрдæгпырхытæ', 'ӕрдӕгпырхытӕй.', '"ӕддагполитикон', 83, 'ӕдагполитикон']
р/с/к 83|0.013 48 ['"горский"-йы', '"черноморский', '"пионерская', 'тарскӕйы.', 'пятигорск', '"тарскæ"-йы', 'пятигорскы,', '"тарскæйы"', 'тарскæйы:', 'терскаямæ']
к/з 82|0.013 39 ['автовокзалæй,', 'автовокзалмæ.', 'экзамен', 'экземплярæй,', 'экземпляртӕй.', 'вокзалгӕрон', 'вокзалӕй', 'экзистенционалон', 'экземплярæй.', 'экземплярӕй.']
м/д/т 82|0.013 19 ['акуымдта', 'æрсимдтой', 'ӕрдомдта', 'бакуымдта', 'домдтой', 'æрдомдтой', 'ӕрдомдтам,', 'æрдомдта', 'ӕрдомдтой', 'æрдомдта,']
к/с/т/р 81|0.013 21 ['экстрокорпоралон', 'архиваэкстремалон', 'экстремизмы', 'экстракорпоралон', 'экстремалтæй', 'экстренон', 'экстремизмимӕ,', 'экстремистоныл.', 'экстремистон', 'экстремистоныл",']
ш/к 81|0.013 41 ['пушкинаг', 'сушкатæй.', 'шашкæты', 'школа', 'шкаламæ', 'шашкӕтæ', '"пушкины', 'пушкин', '"черепашки', '"сушка".']
с/т/р/т 79|0.013 13 ['оркестртæ', 'министрты', 'министртӕ.', 'министртæ.', 'министртӕ,', 'министртӕ', 79, 'премьер-министртæ', 'оркестртæн,', 'министртадтаты']
р/с/п 79|0.013 34 ['перспективонты', 'перспективӕимӕ.', 'перспективæты', 'перспективӕтӕ",', '"перспективон"', 'перспективæтыл".', 'перспективæтæ",', 'перспективон', 'перспективæмæ",', 'перспективæтæ.']
ц/къ 79|0.013 13 ['"цкъайы', 'управлени."цкъайы', 'цкъаты', 'биазартицкъаты', 'цкъайы', 'пресс-службӕ."цкъайы', 'боцкъатимæ', 79, 'воскресенский"цкъайы', 'биазартицкъайы']
н/п 78|0.013 25 ['ӕхсæнпаддзахадон', 'æхсæнпаддзахадон', 'генподрядон', 'мокрушинпарламенты', 'айриянпаддзахад', 'æхсæнпарламентон', 'дружининпутин', 'ӕхсӕнпаддзахадон', 'транпортировкӕйӕн', 'ӕхсӕнпарламентон']
р/ш/р 78|0.013 28 ['маршрутон', 'маршруттыл', 'маршруттыл,', 'маршрутыл', 'маршрут"-ы', 'маршруттæм,', 'маршрут",', 'маршруттӕ', 'маршрут', 'маршрутыл.']
гъ/д/дз 77|0.012 38 ['ацæгъддзысты', 'рӕсугъддзинд"-ы', 'ацæгъддзæн', 'рӕсугъддзинд"-ӕй', 'рӕсугъддзинадӕй,', 'тагъддзинады', 'рӕсугъддзинд"', 'рæсугъддзинад,', 'æвзыгъддзинады', "'взыгъддзинад"]
г/х 76|0.012 16 ['æрдӕгхӕлд', '"кæрдæгхуыз', 'рагхыгъд', 'уагхӕлды', 'уагхӕлдтыты', '"рагхыгъд', 'æрдæгхус', 76, 'уагхæлды', 'уазӕгхор']
т/в 73|0.012 49 ['цӕгатварс,', 'отвагу".', 'литвайаг', 'литвайы.', 'дитвиненкойы', 'цæгатварс', 'цӕгатварсмӕ', 'латви', 'цæгатварс,', 'матвиенко.']
л/х/д 73|0.012 25 ['"цæлхдуртæ",', 'цæлхдуртæй', 'цæлхдуртæ.', 'цæлхдуртæй",', 'цæлхдур', 'цæлхдуртыл.', 'æнæцæлхдуртæй', '"цӕлхдурты', 'цæлхдуртыл', 'цæлхдуртæ,']
н/г/л 73|0.012 18 ['джунглях"14:50', 'инглис,', 'джунглях"13:10', 73, 'англисаг,', '"англис', 'англи', 'английӕн.', 'англисæгтимæ', 'уырыссаг-англисаг']
м/л 71|0.011 27 ['кремлаг', 'кремль.', 'спорткомлексы', 'гамлетӕн",', '"млечный', '"земляне"-йы', 'кремлы.', 'ансамль', 'хъомлыгæнинæгты', 'млуан).']
х/с/т/дж 71|0.011 18 ['арӕхстджын', 'гуырахстджын', 'арӕхстджынӕй', 71, 'арӕхстджындӕр', 'гуырахстджындӕр', 'арæхстджындæр', 'арӕхстджын!', 'арӕхстджын,', 'гуырахстджындæр.']
р/т/н 70|0.011 34 ['"партнерство', 'партнерты"', 'бæстæтæ-партнерты', 'партнерон', 'спарринг-партнер', 'партнертӕ,', 'партнерадæй,', 'партнерад', 'партнер.', 'эскортницæйы']
н/г/д 69|0.011 15 ['ӕнӕмӕнгдӕр', 'тынгдæг', 'цонгдарæнтæ', 'æвзонгдæр.', 69, '"æвзонгдæр"', 'æвзонгдæр', 'æвзонгдæр,', 'тынгдӕр.', 'ифтонгдӕр']
л/ц/ц 69|0.011 27 ['бӕлццӕттимӕ', 'бӕлццӕттӕ,', 'бӕлццӕттӕй', 'бӕлццон', 'фистæгбæлццоныл', 'бæлццон', 'бӕлццӕттæ', 'бӕлццонон', 'бӕлццӕттӕ', '‘мбӕлццоны']
с/п/р 69|0.011 26 ['исправить!?!".', 'трофи–спринтæй', 'инвеспрограммæмæ.', 'справкæтæ', 'юриспруденци', 'инвеспрограммӕйы', 'справкӕ:', 'спротсментæ', '"справедливость.', 'юриспруденци",']
н/ф/р 68|0.011 17 ['конфронтацион', 'инфраструктурæ,', 'инфраструктурæ', 68, 'инфраструктурон', 'инфраструктурӕ,', 'инфраструктурæйы,', 'инфраструктурæ.', 'инфраструктурӕйыл', 'инфраструктурæйы']
с/т/р/г 68|0.011 13 ['днестргæрон', 68, 'днестргӕрон', '"днестргӕрон', 'днестргæройнаг', 'днестргӕроны', '(днестргӕрон', 'днестргӕронимӕ', 'днестргæрон.', '"днестргæрон']
